ID_INTERNO,IDENTIFICACION,NOMBRE,APELLIDO,CORREO,TELEFONO,DIRECCION,VIGENCIA,TIPO_HECHO,GENERO,ESTADO_CIVIL,NACIONALIDAD,DEPA_PRO_COLEGIO,CIUDAD_PRO_COLEGIO,DEPA_RESI,CIUDAD_RESI,MODALIDAD,METODOLOGIA,JORNADA,FACULTAD,PROGRAMA,SEMESTRE,SEDE,CONDICION_ESTUDIANTE,COLEGIO,NATURALEZA_COLEGIO,RAZA,DISCAPACIDAD,EPS,ESTRATO,METODO DE PAGO,ESTADO DE CURSO
57,1081181076,Fernando,Cano Correa,fernando.cano57@uqvirtual.edu.co,3211209517,"Calle 36 # 9 - 27, Calarca",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Calarca,Quindío,Calarca,Pregrado,Presencial,Diurna,Fac. de ciencias agroindustriales,Ingenieria de Alimentos,8,Armenia,Sin info,GENERAL SANTANDER,Oficial,Mestiza,NO APLICA,CAFÉ SALUD,2,Credito propio,Cursando
58,1062665463,Fernando,Naranjo Acosta,fernando.naranjo58@uqvirtual.edu.co,3217940770,"Calle 47 # 8 - 74, Armenia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Cundinamarca,Agua De Dios,Quindío,Armenia,Pregrado,Presencial,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Contaduria Publica,10,Armenia,Sin info,INSTITUCION EDUCATIVA  DEPARTAMENTAL SALESIANO MIGUEL UNIA,Oficial,Blanca,NO APLICA,FAMISANAR EPS,3,De contado,Finalizado
59,1037972900,Ximena,Jaramillo Acosta,ximena.jaramillo59@uqvirtual.edu.co,3126380298,"Calle 34 # 17 - 91, La Virginia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Risaralda,La Virginia,Risaralda,La Virginia,Pregrado,Presencial,Diurna,Fac. de Educacion,Lic. en Lenguas Modernas con enfasis en Ingles y Frances,4,Armenia,Sin info,IE LICEO GABRIELA MISTRAL,Oficial,Mestiza,NO APLICA,SISBEN,1,De contado,Cursando
60,1009222798,Marcela,Franco Torres,marcela.franco60@uqvirtual.edu.co,3222078126,"Calle 27 # 22 - 54, Armenia",2019-2,Inscrito,Mujer,Casado,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Nocturna,Fac. de ciencias agroindustriales,Ingenieria de Alimentos,10,Armenia,Sin info,RUFINO JOSE CUERVO SUR,Oficial,Mestiza,NO APLICA,OTRO,3,De contado,Finalizado
61,1045625117,Alejandra,Acevedo Ocampo,alejandra.acevedo61@uqvirtual.edu.co,3158511775,"Calle 7 # 8 - 58, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Distancia,Diurna,Fac. Ciencias de la Salud,Seguridad y Salud en el Trabajo,8,Armenia,Sin info,CIUDADELA DEL SUR,Oficial,Blanca,NO APLICA,SALUD TOTAL EPS,1,Credito propio,Cursando
62,1036769099,Tatiana,Cano Osorio,tatiana.cano62@uqvirtual.edu.co,3108106059,"Calle 36 # 25 - 31, Ibague",2019-2,Inscrito,Mujer,Separado,Colombiano,Tolima,Ibague,Tolima,Ibague,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,8,Armenia,Sin info,INST EDUC LICEO NACIONAL,Oficial,Blanca,NO APLICA,SALUD TOTAL EPS,2,Icetex,Abandonado
63,1022536596,Beatriz,Ochoa Hincapié,beatriz.ochoa63@uqvirtual.edu.co,3189106935,"Calle 26 # 29 - 93, Cartago",2019-2,Inscrito,Mujer,Soltero,Colombiano,Valle Del Cauca,Cartago,Valle Del Cauca,Cartago,Pregrado,Distancia,Diurna,Fac. Ciencias de la Salud,Seguridad y Salud en el Trabajo,6,Pereira,Sin info,INSTITUTO DE COMERCIO PRACTICO INSCOP,Privada,Blanca,NO APLICA,COOMEVA EPS,3,Icetex,Cursando
64,1009392523,Sergio,Moreno López,sergio.moreno64@uqvirtual.edu.co,3154621759,"Calle 38 # 30 - 95, Calarca",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Calarca,Quindío,Calarca,Pregrado,Presencial,Nocturna,Fac. Ingenieria,Ing. de Sistemas y Computacion,8,Armenia,Sin info,RAFAEL URIBE URIBE,Oficial,Mestiza,NO APLICA,OTRO,2,Credito propio,Cursando
65,1099100908,Esteban,Reyes Castro,esteban.reyes65@uqvirtual.edu.co,3138505592,"Calle 13 # 2 - 5, Calarca",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Calarca,Quindío,Calarca,Pregrado,Presencial,Diurna,Fac. de Educacion,Lic. en Lenguas Modernas con enfasis en Ingles y Frances,10,Armenia,Sin info,GENERAL SANTANDER,Oficial,Mestiza,NO APLICA,CAFÉ SALUD,2,Credito propio,Finalizado
66,1014344655,Claudia,Bedoa Espinoza,claudia.bedoa66@uqvirtual.edu.co,3103390805,"Calle 48 # 9 - 84, Cartagena",2019-2,Inscrito,Mujer,Soltero,Colombiano,Bolívar,Cartagena,Bolívar,Cartagena,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,9,Armenia,Sin info,INSTITUCION EDUCATIVA NUESTRA SRA DEL CARMEN,Oficial,Mestiza,NO APLICA,OTRO,2,De contado,Cursando
67,1002061535,Ángela,Palacio Granada,ángela.palacio67@uqvirtual.edu.co,3127132737,"Calle 50 # 6 - 81, Bogotá D.C.",2019-2,Inscrito,Mujer,Soltero,Colombiano,Cundinamarca,Bogotá D.C.,Cundinamarca,Bogotá D.C.,Pregrado,Presencial,Diurna,Fac. Ciencias Basicas y Tecnologias,Biologia,10,Armenia,Sin info,COLEGIO LA MERCED (IED),Oficial,Blanca,NO APLICA,COMPENSAR EPS,2,Credito propio,Finalizado
68,1091135628,Nicolás,García Londoño,nicolás.garcía68@uqvirtual.edu.co,3158963066,"Calle 43 # 12 - 6, Timbio",2019-2,Inscrito,Hombre,Soltero,Colombiano,Cauca,Timbio,Cauca,Timbio,Pregrado,Presencial,Diurna,Fac. Ciencias Humanas y Bellas Artes,Artes Visuales,10,Armenia,Sin info,I.E. SAN ANTONIO DE PADUA,Oficial,Blanca,NO APLICA,OTRO,2,Icetex,Finalizado
69,1074158578,Bernardo,Velásquez Castrillón,bernardo.velásquez69@uqvirtual.edu.co,3191503527,"Calle 48 # 17 - 49, Bogotá D.C.",2019-2,Inscrito,Hombre,Soltero,Colombiano,Cundinamarca,Bogotá D.C.,Cundinamarca,Bogotá D.C.,Pregrado,Presencial,Diurna,Fac. Ingenieria,Ingenieria Civil,6,Armenia,Sin info,COLEGIO FRANCISCO ANTONIO ZEA DE USME (IED),Oficial,Blanca,NO APLICA,COMPENSAR EPS,2,Credito propio,Abandonado
70,1029281708,Paola,Franco Castro,paola.franco70@uqvirtual.edu.co,3223293673,"Calle 22 # 29 - 20, Bogotá D.C.",2019-2,Inscrito,Mujer,Soltero,Colombiano,Cundinamarca,Bogotá D.C.,Cundinamarca,Bogotá D.C.,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,10,Armenia,Sin info,COLEGIO CEDID CIUDAD BOLIVAR (IED),Oficial,Blanca,NO APLICA,OTRO,1,Icetex,Finalizado
71,1000132107,Ángela,Aguirre Giraldo,ángela.aguirre71@uqvirtual.edu.co,3101535295,"Calle 7 # 17 - 70, Quimbaya",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Quimbaya,Quindío,Quimbaya,Pregrado,Presencial,Diurna,Fac. Ciencias Basicas y Tecnologias,Biologia,2,Armenia,Sin info,POLICARPA SALAVARRIETA,Oficial,Blanca,NO APLICA,CAFESALUD,1,De contado,Cursando
72,1016694548,Beatriz,Pérez López,beatriz.pérez72@uqvirtual.edu.co,3204466874,"Calle 9 # 26 - 33, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ciencias Humanas y Bellas Artes,Trabajo Social,1,Armenia,Sin info,ESCUELA NORMAL SUPERIOR,Oficial,Blanca,NO APLICA,SURA,2,Credito propio,Cursando
73,1065582016,Andrea,Orozco Escobar,andrea.orozco73@uqvirtual.edu.co,3211980690,"Calle 5 # 19 - 46, Calarca",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Calarca,Quindío,Calarca,Pregrado,Presencial,Nocturna,Fac. de Educacion,Lic. en literatura y lengua castellana,10,Armenia,Sin info,INST CALARCA,Oficial,Mestiza,NO APLICA,OTRO,1,Icetex,Finalizado
74,1046156486,Ángela,Muñoz Vargas,ángela.muñoz74@uqvirtual.edu.co,3227545138,"Calle 6 # 3 - 37, Ocaña",2019-2,Inscrito,Mujer,Soltero,Colombiano,Norte De Santander,Ocaña,Norte De Santander,Ocaña,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,10,Armenia,Sin info,COL JOSE EUSEBIO CARO,Oficial,Mestiza,NO APLICA,NUEVA EPS,2,De contado,Finalizado
75,1012888393,Marta,Aguirre Vélez,marta.aguirre75@uqvirtual.edu.co,3125870828,"Calle 37 # 23 - 96, Santiago De Cali",2019-2,Inscrito,Mujer,Soltero,Colombiano,Cundinamarca,Bogotá D.C.,Valle Del Cauca,Santiago De Cali,Pregrado,Distancia,Diurna,Fac. Ciencias de la Salud,Seguridad y Salud en el Trabajo,1,Cali,Sin info,INST ARKANOS,Privada,Mestiza,NO APLICA,SANITAS EPS,1,Credito propio,Abandonado
76,1024263720,Laura,Mendoza Muñoz,laura.mendoza76@uqvirtual.edu.co,3134494700,"Calle 36 # 11 - 37, San Jose Del Guaviare",2019-2,Inscrito,Mujer,Divorciado,Colombiano,Quindío,Armenia,Guaviare,San Jose Del Guaviare,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,3,Armenia,Sin info,RUFINO JOSE CUERVO SUR,Oficial,Blanca,NO APLICA,CAFESALUD,2,Icetex,Abandonado
77,1030707868,Catalina,Castrillón Valencia,catalina.castrillón77@uqvirtual.edu.co,3139894285,"Calle 39 # 9 - 25, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ciencias de la Salud,Gerontologia,10,Armenia,Sin info,LA ADIELA,Oficial,Mestiza,NO APLICA,ASMETSALUD,2,Credito propio,Finalizado
78,1065022876,Víctor,Fernández Rodríguez,víctor.fernández78@uqvirtual.edu.co,3222964468,"Calle 32 # 14 - 57, Quinchia",2019-2,Inscrito,Hombre,Union Libre,Colombiano,Risaralda,Dos Quebradas,Risaralda,Quinchia,Pregrado,Distancia,Diurna,Fac. Ingenieria,Tec. en Obras Civiles,5,Pereira,Sin info,COLEGIO SALESIANO SAN JUAN BOSCO,Privada,Blanca,Sin info,Sin info,1,De contado,Cursando
79,1024017656,Mónica,Castro Ruiz,mónica.castro79@uqvirtual.edu.co,3147445730,"Calle 38 # 17 - 48, Zipaquira",2019-2,Inscrito,Mujer,Soltero,Colombiano,Cundinamarca,Zipaquira,Cundinamarca,Zipaquira,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,9,Armenia,Sin info,I.E.M. CUNDINAMARCA,Oficial,Mestiza,NO APLICA,CAFESALUD,2,Credito propio,Cursando
80,1082864286,Mariana,Quintero Serna,mariana.quintero80@uqvirtual.edu.co,3104054526,"Calle 29 # 13 - 45, Monteria",2019-2,Inscrito,Mujer,Union Libre,Colombiano,Córdoba,Monteria,Córdoba,Monteria,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,6,Armenia,Sin info,INSTITUCION EDUCATIVA INEM LORENZO MARIA LLERAS,Oficial,Mestiza,NO APLICA,OTRO,2,De contado,Cursando
81,1085677836,Gabriela,Gómez Londoño,gabriela.gómez81@uqvirtual.edu.co,3155367691,"Calle 49 # 13 - 16, Bogotá D.C.",2019-2,Inscrito,Mujer,Casado,Colombiano,Sin Depto,Sin Ciudad,Cundinamarca,Bogotá D.C.,Postgrado,Presencial,Diurna,Fac. Ciencias de la Salud,Doctorado en Ciencias Biomedicas,8,Armenia,Sin info,Sin colegio,Sin info,Sin info,Sin info,SANITAS EPS,4,Icetex,Abandonado
82,1044849480,Luisa,Ibarra Orozco,luisa.ibarra82@uqvirtual.edu.co,3151564878,"Calle 21 # 9 - 48, Palermo",2019-2,Inscrito,Mujer,Soltero,Colombiano,Huila,Palermo,Huila,Palermo,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,5,Armenia,Sin info,IE SAN JUAN BOSCO,Oficial,Mestiza,NO APLICA,SANITAS EPS,1,Icetex,Cursando
83,1001481847,Marta,Morales Díaz,marta.morales83@uqvirtual.edu.co,3207213738,"Calle 18 # 17 - 82, Santiago De Cali",2019-2,Inscrito,Mujer,Casado,Colombiano,Valle Del Cauca,Buga,Valle Del Cauca,Santiago De Cali,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,10,Armenia,Sin info,I.E. SAN VICENTE,Oficial,Mestiza,NO APLICA,OTRO,2,Icetex,Finalizado
84,1061335929,Elizabeth,Díaz Arango,elizabeth.díaz84@uqvirtual.edu.co,3186983090,"Calle 34 # 19 - 2, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ingenieria,Ingeniera Electronica,2,Armenia,Sin info,SANTA TERESA DE JESUS,Oficial,Mestiza,NO APLICA,SURA,2,De contado,Cursando
85,1016284350,Miguel,López Patiño,miguel.lópez85@uqvirtual.edu.co,3203134111,"Calle 44 # 6 - 23, Calarca",2019-2,Inscrito,Hombre,Soltero,Colombiano,Sin Depto,Sin Ciudad,Quindío,Calarca,Postgrado,Presencial,Diurna,Fac. Ciencias Basicas y Tecnologias,Maestria en Medio Ambiente Mod. Profundizacion,8,Armenia,Sin info,Sin colegio,Sin info,Sin info,Sin info,SANITAS EPS,3,Icetex,Abandonado
86,1032857578,Camila,Acevedo Ramírez,camila.acevedo86@uqvirtual.edu.co,3171497520,"Calle 11 # 5 - 67, Santiago De Cali",2019-2,Inscrito,Mujer,Soltero,Colombiano,Valle Del Cauca,Santiago De Cali,Valle Del Cauca,Santiago De Cali,Pregrado,Distancia,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Admon. Financiera,4,Cali,Sin info,COLEGIO FEMENINO SAN FERNANDO,Privada,Mestiza,NO APLICA,SURA,1,De contado,Cursando
87,1006622953,Jorge,Rivera Martínez,jorge.rivera87@uqvirtual.edu.co,3145071202,"Calle 17 # 16 - 19, Armenia",2019-2,Inscrito,Hombre,Union Libre,Colombiano,Sin Depto,Sin Ciudad,Quindío,Armenia,Postgrado,Presencial,Diurna,Fac. Ciencias Basicas y Tecnologias,Maestria en Medio Ambiente Mod. Profundizacion,10,Armenia,Sin info,Sin colegio,Sin info,Sin info,Sin info,OTRO,3,Icetex,Finalizado
88,1017787072,Diana,Valencia Londoño,diana.valencia88@uqvirtual.edu.co,3129403472,"Calle 17 # 12 - 30, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Cundinamarca,Bogotá D.C.,Quindío,Armenia,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,9,Armenia,Sin info,COLEGIO CARLOS ARANGO VELEZ (IED),Oficial,Blanca,NO APLICA,CRUZ BLANCA,3,Icetex,Abandonado
89,1074337565,Fernando,Arango Osorio,fernando.arango89@uqvirtual.edu.co,3167753747,"Calle 49 # 20 - 76, Armenia",2019-2,Inscrito,Hombre,Union Libre,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Distancia,Diurna,Fac. Ciencias de la Salud,Seguridad y Salud en el Trabajo,4,Pereira,Sin info,COLEGIO COMFENALCO,Privada,Mestiza,NO APLICA,SANITAS EPS,3,De contado,Abandonado
90,1099254596,Iván,Echeverry Arias,iván.echeverry90@uqvirtual.edu.co,3211486100,"Calle 10 # 1 - 60, Manizales",2019-2,Inscrito,Hombre,Union Libre,Colombiano,Caldas,Anserma,Caldas,Manizales,Pregrado,Distancia,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Admon. negocios distancia,9,Manizales,Sin info,INSTITUCION EDUCATIVA AURELIANO FLOREZ CARDONA,Oficial,Mestiza,NO APLICA,SURA,3,Icetex,Cursando
91,1092707504,Pablo,Delgado Muñoz,pablo.delgado91@uqvirtual.edu.co,3201563484,"Calle 48 # 15 - 14, Armenia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ingenieria,Ing. de Sistemas y Computacion,10,Armenia,Sin info,BACHILLERATO INTEGRAL DEL QUINDIO,Privada,Blanca,NO APLICA,MINISTERIO DE DEFENSA - POLICÍA NACIONAL,3,De contado,Finalizado
92,1016255384,Carlos,Osorio Mendoza,carlos.osorio92@uqvirtual.edu.co,3187609157,"Calle 48 # 18 - 53, Guaitarilla",2019-2,Inscrito,Hombre,Soltero,Colombiano,Nariño,Pasto,Nariño,Guaitarilla,Pregrado,Presencial,Diurna,Fac. Ingenieria,Ingenieria Civil,10,Armenia,Sin info,I.E.M. CIUDADELA EDUCATIVA DE PASTO,Oficial,Mestiza,NO APLICA,EMMSANAR,1,De contado,Finalizado
93,1055056281,Javier,Rojas Mejía,javier.rojas93@uqvirtual.edu.co,3175394023,"Calle 17 # 10 - 88, Tulua",2019-2,Inscrito,Hombre,Casado,Colombiano,Valle Del Cauca,Sevilla,Valle Del Cauca,Tulua,Pregrado,Distancia,Diurna,Fac. Ingenieria,Tec. en Obras Civiles,1,Buga,Sin info,IE GENERAL SANTANDER,Oficial,Mestiza,NO APLICA,SERVICIOOCCIDENTALDESALUD,3,Icetex,Abandonado
94,1017355713,Catalina,Fernández Acosta,catalina.fernández94@uqvirtual.edu.co,3223733751,"Calle 8 # 26 - 56, Taminango",2019-2,Inscrito,Mujer,Soltero,Colombiano,Nariño,Taminango,Nariño,Taminango,Pregrado,Presencial,Diurna,Fac. de Educacion,Lic. en Lenguas Modernas con enfasis en Ingles y Frances,8,Armenia,Sin info,INSTITUCION EDUCATIVA PABLO VI,Oficial,Blanca,NO APLICA,MINISTERIO DE DEFENSA - POLICÍA NACIONAL,1,De contado,Cursando
95,1021789165,Beatriz,Naranjo Valencia,beatriz.naranjo95@uqvirtual.edu.co,3173382849,"Calle 14 # 8 - 31, Popayan",2019-2,Inscrito,Mujer,Casado,Colombiano,Cauca,Popayan,Cauca,Popayan,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,10,Armenia,Sin info,NUESTRA SEÑORA DE FATIMA,Oficial,Mestiza,NO APLICA,OTRO,3,De contado,Finalizado
96,1099791424,Jorge,Ocampo Martínez,jorge.ocampo96@uqvirtual.edu.co,3138382538,"Calle 33 # 4 - 56, Armenia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ciencias Basicas y Tecnologias,Biologia,10,Armenia,Sin info,RUFINO JOSE CUERVO SUR,Oficial,Negra,NO APLICA,COOMEVA EPS,1,De contado,Finalizado
97,1006694795,Ximena,Arias Valencia,ximena.arias97@uqvirtual.edu.co,3176372119,"Calle 19 # 21 - 82, Bogotá D.C.",2019-2,Inscrito,Mujer,Union Libre,Colombiano,Cundinamarca,Soacha,Cundinamarca,Bogotá D.C.,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,4,Armenia,Sin info,INSTITUCION EDUCATIVA COMPARTIR,Oficial,Blanca,NO APLICA,FAMISANAR EPS,2,De contado,Abandonado
98,1095756324,Yerson,Chica Espinoza,yerson.chica98@uqvirtual.edu.co,3119413112,"Calle 46 # 30 - 70, Santiago De Cali",2019-2,Inscrito,Hombre,Union Libre,Colombiano,Valle Del Cauca,Santiago De Cali,Valle Del Cauca,Santiago De Cali,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,3,Armenia,Sin info,COLEGIO CESAR CONTO,Privada,Blanca,NO APLICA,OTRO,2,Credito propio,Abandonado
99,1068724950,Ximena,Franco Sánchez,ximena.franco99@uqvirtual.edu.co,3163492399,"Calle 5 # 15 - 56, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. de Educacion,Lic. en Lenguas Modernas con enfasis en Ingles y Frances,5,Armenia,Sin info,CAMARA JUNIOR,Oficial,Blanca,NO APLICA,SANITAS EPS,3,De contado,Abandonado
100,1017014084,Mónica,Marín Santana,mónica.marín100@uqvirtual.edu.co,3229956616,"Calle 24 # 4 - 63, Bogotá D.C.",2019-2,Inscrito,Mujer,Soltero,Colombiano,Cundinamarca,Bogotá D.C.,Cundinamarca,Bogotá D.C.,Postgrado,Presencial,Extendida,Fac. Ciencias de la Salud,Especializacion en Pediatria,10,Armenia,Sin info,COL DEL SAGRADO CORAZON DE JESUS BETHLEMITAS,Privada,Blanca,Sin info,FAMISANAR EPS,4,De contado,Finalizado
101,1049641598,Daniel,Gallego Arias,daniel.gallego101@uqvirtual.edu.co,3122304454,"Calle 3 # 14 - 92, Paez",2019-2,Inscrito,Hombre,Soltero,Colombiano,Cauca,Paez,Cauca,Paez,Pregrado,Presencial,Diurna,Fac. Ingenieria,Ingeniera Electronica,10,Armenia,Sin info,I.E. AGROEMPRESARIAL SAN MIGUEL DE AVIRAMA,Oficial,Amarilla,NO APLICA,OTRO,1,Icetex,Finalizado
102,1078474457,Marta,Villada Ocampo,marta.villada102@uqvirtual.edu.co,3202297058,"Calle 17 # 26 - 7, Cartagena",2019-2,Inscrito,Mujer,Union Libre,Colombiano,Bolívar,Cartagena,Bolívar,Cartagena,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,10,Armenia,Sin info,INSTITUCION EDUCATIVA SOLEDAD ACOSTA DE SAMPER,Oficial,Mestiza,NO APLICA,SURA,2,Credito propio,Finalizado
103,1058248694,Ricardo,Murillo Gómez,ricardo.murillo103@uqvirtual.edu.co,3153659600,"Calle 43 # 3 - 25, Armenia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Distancia,Diurna,Fac. Ciencias de la Salud,Seguridad y Salud en el Trabajo,9,Armenia,Sin info,MARCELINO CHAMPAGNAT,Oficial,Mestiza,NO APLICA,CAFESALUD,2,Credito propio,Abandonado
104,1036476733,Oscar,Echeverry Aguirre,oscar.echeverry104@uqvirtual.edu.co,3116001436,"Calle 40 # 7 - 61, Medellin",2019-2,Inscrito,Hombre,Casado,Colombiano,Cundinamarca,Bogotá D.C.,Antioquia,Medellin,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,7,Armenia,Sin info,VALIDANTE ICFES,Oficial,Mestiza,NO APLICA,MINISTERIO DE DEFENSA - POLICÍA NACIONAL,3,Credito propio,Abandonado
105,1057054491,Pablo,Acosta Naranjo,pablo.acosta105@uqvirtual.edu.co,3163470840,"Calle 26 # 4 - 66, Santiago De Cali",2019-2,Inscrito,Hombre,Soltero,Colombiano,Valle Del Cauca,Santiago De Cali,Valle Del Cauca,Santiago De Cali,Pregrado,Distancia,Diurna,Fac. Ciencias de la Salud,Seguridad y Salud en el Trabajo,5,Cali,Sin info,COLEGIO PREUNIVERSITARIO ISAAC NEWTON,Privada,Blanca,NO APLICA,EMMSANAR,3,De contado,Abandonado
106,1007335443,Gabriel,Trujillo Bedoa,gabriel.trujillo106@uqvirtual.edu.co,3221413999,"Calle 2 # 9 - 86, Ciudad Extranjera",2019-2,Inscrito,Hombre,Otro,Ecuatoriano,Sin Depto,Sin Ciudad,Sin Depto,Ciudad Extranjera,Postgrado,Presencial,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Maestria en Admon,7,Armenia,Sin info,Sin colegio,Sin info,Sin info,Sin info,Sin info,1,De contado,Abandonado
107,1057173949,Isabella,Castrillón Quintero,isabella.castrillón107@uqvirtual.edu.co,3187773425,"Calle 49 # 25 - 49, La Tebaida",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,La Tebaida,Quindío,La Tebaida,Pregrado,Presencial,Diurna,Fac. Ingenieria,Tecnologia en Topografia,7,Armenia,Sin info,SANTA TERESITA,Oficial,Mestiza,NO APLICA,OTRO,2,Credito propio,Abandonado
108,1098362594,Sergio,Gómez Romero,sergio.gómez108@uqvirtual.edu.co,3117768886,"Calle 28 # 18 - 87, Popayan",2019-2,Inscrito,Hombre,Union Libre,Colombiano,Cauca,Almaguer,Cauca,Popayan,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,9,Armenia,Sin info,INSTITUCION EDUCATIVA SAN LUIS,Oficial,Mestiza,NO APLICA,OTRO,2,Icetex,Cursando
109,1096071028,Laura,Giraldo Correa,laura.giraldo109@uqvirtual.edu.co,3153863174,"Calle 26 # 26 - 71, Buenaventura",2019-2,Inscrito,Mujer,Union Libre,Colombiano,Valle Del Cauca,Buenaventura,Valle Del Cauca,Buenaventura,Pregrado,Distancia,Diurna,Fac. Ciencias de la Salud,Seguridad y Salud en el Trabajo,9,Buenaventura,Sin info,LA ANUNCIACION,Oficial,Negra,NO APLICA,COOMEVA EPS,1,Icetex,Cursando
110,1020230878,Gabriela,Gómez Mejía,gabriela.gómez110@uqvirtual.edu.co,3188354860,"Calle 6 # 26 - 76, Pereira",2019-2,Inscrito,Mujer,Union Libre,Colombiano,Sin Depto,Sin Ciudad,Risaralda,Pereira,Pregrado,Distancia,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Admon. negocios distancia,10,Pereira,Sin info,Sin colegio,Sin info,Blanca,NO APLICA,SURA,3,De contado,Finalizado
111,1088040249,Erika,Osorio Correa,erika.osorio111@uqvirtual.edu.co,3106539304,"Calle 8 # 7 - 32, Santiago De Cali",2019-2,Inscrito,Mujer,Soltero,Colombiano,Valle Del Cauca,Santiago De Cali,Valle Del Cauca,Santiago De Cali,Pregrado,Distancia,Diurna,Fac. Ciencias de la Salud,Seguridad y Salud en el Trabajo,8,Cali,Sin info,LICEO SAN ANTONIO,Privada,Blanca,NO APLICA,OTRO,3,Icetex,Cursando
112,1054548921,Daniela,Marín Correa,daniela.marín112@uqvirtual.edu.co,3108911981,"Calle 47 # 27 - 98, Buenaventura",2019-2,Inscrito,Mujer,Union Libre,Colombiano,Valle Del Cauca,Buenaventura,Valle Del Cauca,Buenaventura,Pregrado,Distancia,Diurna,Fac. Ciencias de la Salud,Seguridad y Salud en el Trabajo,7,Buenaventura,Sin info,INSTITUTO EDUCATIVO SAN JUAN BOSCO,Privada,Negra,NO APLICA,OTRO,2,Credito propio,Abandonado
113,1078879058,Mónica,Aguirre Acosta,mónica.aguirre113@uqvirtual.edu.co,3138042816,"Calle 31 # 9 - 93, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ciencias Basicas y Tecnologias,Quimica,1,Armenia,Sin info,LOS QUINDOS,Oficial,Mestiza,NO APLICA,OTRO,2,Credito propio,Cursando
